bug_id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,94f54835103fd6cfe58cf39075189fed92331710,19996a0244663869580dc9b9864fd367bdaa7e38,apache_rocketmq-4071,https://github.com/apache/rocketmq/issues/4070
2,b62d3b2fdb831794b55832848dd3ba420f1ab86e,d4093d71acc0b7e7f389bc20010483fc64dd9da8,apache_rocketmq-4457,https://github.com/apache/rocketmq/issues/4426
3,ee1c9b31ce313e14c8eb559731e427840d316643,0bd8bdf7f91180d9a0a521b9954848841c41252e,apache_rocketmq-4569,https://github.com/apache/rocketmq/issues/4568
4,c5f80713be085e44c575e6ca25baba497b7d078c,e3c2111febcc90e64c3860cef539bb6b9780c12c,apache_rocketmq-4822,https://github.com/apache/rocketmq/issues/4821
5,b89a4009cf49f79bc19055ffbe55d6756b6e88fc,b2f30272c85ac422aa6b119452b2de92b9b85dda,apache_rocketmq-4978,https://github.com/apache/rocketmq/issues/4977
6,d8c2930a204c34c17de7677629b3654f77878c6d,9e63f09ad86229636f3708023e4fa00e4e2c5ab1,apache_rocketmq-5286,https://github.com/apache/rocketmq/issues/5285
7,0da68ce2d9f3c9dd8f00b6ac88d34a5003d1984f,ee37e3a55fe21e0720cb10291bea65392626c775,apache_rocketmq-5475,https://github.com/apache/rocketmq/issues/5471
8,70495270f4883aadddb2aa3d7890c898ae497bdc,4cc33115903a8eeaba30d635e1f2dc356770e5f7,apache_rocketmq-6124,https://github.com/apache/rocketmq/issues/6123
9,61c4ba5009a9fe1fa2d68135e2349e85d556db3a,9e0fb1b0293aebbe5019e55c0fdbd356611b3d16,apache_rocketmq-6184,https://github.com/apache/rocketmq/issues/6169
10,b4e6acca32d13dadffe853aff6a0b1d390833151,b410557e873ee4bdfa56561eb719a26007c1a3bb,apache_rocketmq-6618,https://github.com/apache/rocketmq/issues/6609
11,b00c82caccea8d8a23614c1854885d0a187e159e,dcf7ccdd9ba92c22a44cde4c1df36c4d1ef6a172,apache_rocketmq-6651,https://github.com/apache/rocketmq/issues/6650
12,3dcba4b5cd13556def95327372e5c1e50449a166,eef581b464d0144a3ec400a20087196f7eefd764,apache_rocketmq-6786,https://github.com/apache/rocketmq/issues/6785
13,f4439c971c935e2427853589f816fffdcc9c36b6,40ada807b3d649eb5db504a3f46e01a6facb1c0d,apache_rocketmq-6829,https://github.com/apache/rocketmq/issues/6828
14,0b76f6f6194d608ed6c97023d36c30940ec6189e,3ac885705d9fa36870c1b059e1089c158fa66285,apache_rocketmq-6864,https://github.com/apache/rocketmq/issues/6863
15,2246c32537297174a7e7b921031a14de42ffbcb7,0b76f6f6194d608ed6c97023d36c30940ec6189e,apache_rocketmq-6909,https://github.com/apache/rocketmq/issues/6908
16,9899be15e7fcac45f60988ea84c41c1a6f615554,867c296150ec9734d10917dffe3fb453317e7fc2,apache_rocketmq-6915,https://github.com/apache/rocketmq/issues/6916
17,955428278ccd9bfa0f15e21a8d3040c5213358bd,00fc42b8be848fc3f5c550cbab007b92f128dc38,apache_rocketmq-6958,https://github.com/apache/rocketmq/issues/6957
